"ID","Category","Title","Ingredients","Method","Date"
"6788","secondi di carne","Rustida  del Novarese","2 cipolle bionde-300 polpa di maiale (lonza-filetto)-2 salsicce (luganega)-20 burro-olio-4 c. concentrato di pomodoro-sale-pepe-brodo","In un tegame con il burro ed un filo di olio rosolare le cipolle affettate, poi unire la carne tagliata a pezzettini, quindi la salsiccia a tocchetti. Salare, pepare aggiungere il concentrato di pomodoro ed il brodo caldo. Cuocere a fuoco basso e coperto per ca. 30 o 40 minuti. Si accompagna bene alla polenta. N.B. La Rustida &#232; anche chiamata impropriamente Frittura e spesso oltre alla polpa di maiale si usano anche le frattaglie come cuore , fegato e altro.","19/2/2015"
"6789","piatti etnici","Croute au fromage de la Cabane &#224; Crans Montana  CH","pane casereccio-vino bianco-formaggio Gruy&#232;re o da Raclette-uovo-burro","Inzuppare le fette di pane nel vino bianco, posare in un piccolo coccio a porzione, ricoprire con fette spesse di formaggio e passare in forno caldo sino a che fa la crosticina. Servire con sopra un uovo fritto nel burro e volendo anche una fetta di bacon croccante.","21/2/2015"
"6790","secondi di carne","Frittata rognosa","6 uova-1 salame della duja-erba san Pietro-salvia-prezzemolo-sale-pepe-4 c. parmigiano-olio","Tritare grossolanamente il salame e tutti le erbe aromatiche. In una ciotola sbattere le uova unire il trito aromatico, il salame, il parmigiano, sale e pepe. Scaldare l'olio in una padella anti aderente (una volta si usava quella di ferro) poi versare il composto, cuocere prima a fuoco vivace poi abbassare un po', quando &#232; cotta da un lato capovolgere e cuocere dall'altra parte. N.B. In mancanza del salame della duja si pu&#242; usare un po' di salame crudo ed un po' di salame cotto.","23/2/2015"
"6791","desserts","Pasta frolla fine per crostata o cassata alla siciliana","100 zucchero a velo-180 burro morbido-50 tuorli-25 farina di mandorle-225 farina bianca-vaniglia-scorza di limone","In una planetaria lavorare il burro morbido con lo zucchero a velo, poi in successione unire prima i tuorli, poi la farina di mandorle e dopo la farina, per ultimo la scorza di limone e la vaniglia. Fare un panetto e lasciare riposare in frigorifero per almeno 2 h. prima di stendere. Questa tipo di frolla va bene anche per fare la crostata di frutta o la cassata siciliana classica, cio&#232; quella farcita di fette di pan di Spagna, ricotta, gocce di cioccolato, ricoperta con un altro disco di pasta frolla e poi cotta al forno a 180&#176; per ca. 25 minuti.","4/3/2015"
"6792","contorni","Cestini di polenta e cavolo nero  di Barzetti","x polenta: 400 farina di mais-100 farina di ceci-2 lt. acqua-sale-x farcia: cavolo nero-burro-formaggio philadelphia o crescenza o caprino-Taleggio-parmigiano","Fare una classica polenta mescolando le 2 farine. Versare in pirottini imburrati e con un bicchierino creare degli incavi; lasciare raffreddare. Intanto scottare il cavolo nero, scolare e ripassare in padella con una noce di burro, quindi lasciare raffreddare e tritare grossolanamente. Poi all'occorrenza (tutto questo si pu&#242; fare anche il giorno prima) sfilare i cestini dai pirottini di polenta, togliere il bicchierino e riempire il centro con uno strato di formaggio spalmabile, poi di cavolo, e sopra posare dei dadini di Taleggio, spolverare con il parmigiano (volendo passare anche tutto l'esterno del cestino di polenta). Disporre su una teglia e passare in forno caldo a 180&#176; per ca. 20 minuti. N.B. Questo cestino pu&#242; anche essere servito come antipasto e naturalmente la farcitura pu&#242; variare sia con le verdure (anche i funghi porcini vanno molto bene) che con i formaggi (gorgonzola, fontina, provola).","25/2/2015"
"6793","desserts","Sacher al Gianduja  di  Guido Castagna","x torta: 100 burro-100 zucchero-100 albumi-100 farina di mandorle-35 fecola-3 tuorli-1 uovo intero-1/2 b. lievito-125 cioccolato fondente-x farcia: 200 crema Gianduja o 100 pasta nocciole-100 cioccolato bianco-x glassa: 200 cioccolato fondente-200 panna-40 glucosio","Montare in una planetaria il burro morbido (lavorarlo un attimo prima) con lo zucchero poi unire i tuorli e quando sono ben amalgamati unire anche l'uovo gi&#224; sbattuto dopo unire le farine miscelate a parte con il lievito e poi il cioccolato sciolto a parte, solo alla fine unire con una spatola e delicatamente gli albumi semi montati. Versare in uno stampo di cm. 18 o 20 gi&#224; imburrato. Cuocere in forno caldo e statico a 170&#176; per ca. 30 minuti. Lasciare raffreddare prima di tagliare a met&#224;, farcire con la crema Gianduja (oppure sciogliere il cioccolato bianco ed unirlo alla pasta di nocciole). Richiudere e ricoprire con la glassa (posandola su una griglia), fare la scritta &quot;Sacher&quot; con un filo di cioccolato sciolto.","26/1/2016"
"6794","desserts","Biscotti &quot;sabl&#233; breton&quot;","250 burro-340 farina-240 zucchero-6 tuorli-25 lievito-6 sale","In una planetaria montare i tuorli con lo zucchero poi unire il sale, il burro salato (in Bretagna si usa solo il burro salato) morbido e per ultimo la farina con il lievito. Riposare l'impasto poi stendere in uno strato spesso un dito e ritagliare con uno stampino in tanti dischi di pasta. Posare in una teglia e cuocere in forno caldo a 160&#176; per 20 minuti.","28/2/2015"
"6795","riso","Paella   della Ross","500 riso parboiled-olio-cipolla-lt. 1,5 brodo di carne-zafferano-curcuma-1 t. piselli surgelati-1 scatola cuori di carciofo-300 petto di pollo-300 chorizo-300 polpa di maiale-300 gamberi sgusciati-2 peperoni rossi-2 pomodori-12 cozze/vongole-vino bianco","Tagliare le carni ed il chorizo a pezzi medi e rosolare in padella con un filo di olio separatamente, per ultimo i gamberi (per 1 solo minuto); tenere da parte al caldo. In un'altra padella con un goccio di olio rosolare i peperoni tagliati a falde e poi i carciofi ben scolati; tenere da parte in caldo. Poi prendere la padella da paella e rosolare con un filo di olio la cipolla affettata quindi unire i piselli, poi i pomodori tagliati a dadini, quindi buttare il riso tostare per pochi minuti, unire lo zafferano e la curcuma, sfumare con un goccio di vino bianco, lasciare evaporare poi coprire il tutto con il brodo caldo, mescolare solo una volta quindi spegnere il fuoco. Disporre sopra a spicchi tutti gli ingredienti tenuti da parte, alternando la verdura con la carne (aggiungere i gamberi solo gli ultimi 5 minuti). Coprire con una stagnola e cuocere in forno caldo a 180&#176; per ca. 20 minuti. Intanto in un'altra padella fare aprire le cozze. Servire la paella guarnendo con qualche cozza qua e l&#224;. N.B. Volendo questo piatto si pu&#242; arricchire con calamari o meglio ancora con una bella aragosta.","26/11/2016"
"6796","antipasti stuzzichini","Girelle feta e spinaci","pasta fillo-olio-formaggio feta-spinaci cotti-sale-pepe","Stendere 3 fogli di pasta fillo spennellandoli con l'olio prima di sovrapporli. In una terrina mescolare la feta sbriciolata con gli spinaci ben strizzati e tritati grossolanamente, un po' di sale e pepe. Disporre questo impasto al centro del rettangolo di pasta follo, richiudere i bordi po arrotolare come fosse un salamino; ritagliare a rondelle, posare su una teglia, spennellare con l'olio o il burro e cuocere in forno caldo a 200&#176; per ca. 12 o 15 minuti. N.B. Naturalmente la farcitura pu&#242; variare a piacere.","4/3/2015"
"6797","secondi di carne","Stinco di vitello  di Barzetti","stinco di vitello-aromi-olio-sedano-2 carote-1 cipolla-1 pomodoro-olio-brodo-pezzo di biancostato-1 b. vino bianco-brodo-sale grosso-aromi misti-rosmarino-farina","Staccare un po' la carne dall'osso in alto po foderare l'osso con la stagnola. Massaggiare lo stinco con un misto di sale e spezie, poi rosolare in tegame con un filo di olio, il rosmarino, unire anche il pezzo di biancostato, ed il vino bianco, quindi coprire con carta forno bagnata o stagnola e cuocere in forno caldo a 180&#176; per 30 minuti, poi togliere dal forno ed unire una dadolata di sedano, carota e cipolla e pomodoro, aggiungere anche un goccio di brodo, ricoprire e cuocere in forno per almeno un'altra ora. Quando &#232; cotto togliere lo stinco e tenere in caldo. Per fare la salina di accompagnamento passare al setaccio tutto il fondo di cottura se occorre aggiungendo un cucchiaio di farina. Lo stinco si taglia ponendolo verticalmente. Si serve con accanto la sua salina e magari una patata tagliata in 4 per lungo, ricomposta, condita, avvolta in foglie di verza poi in una stagnola e cotta anche lei al forno.","4/3/2015"
"6798","desserts","Crostata di pesche e mandorle","300 pasta frolla fine-500 crema pasticcera-4 pesche sciroppate-150 scaglie di mandorle-150 amaretti","Foderare una tortiera con la pasta frolla, bucherellare il fondo poi ricoprire con uno strato di crema pasticcera, sopra disporre le fette di pesche sciroppate, gli amaretti sbriciolati e un po' di scaglie di mandorla. Poi un altro strato di crema pasticcera con ancora un po' di scaglie di mandorle e amaretti sbriciolati. Ritagliare 9 strisce di pasta frolla e disporre a graticcio (5 sotto e 4 sopra). Spennellare con un po' di panna o uovo sbattuto. Cuocere in forno caldo a 180&#176; per ca. 20/25 minuti. N.B. Volendo si pu&#242; unire un po' di pasta di mandorle o farina di mandorle alla crema pasticcera.","6/3/2015"
"6799","antipasti stuzzichini","Cannelloni di pasta fillo ai carciofi","pasta fillo-carciofi-scalogno-olio-limone-uova-prosciutto cotto-sale-pepe-burro","Pulire e tagliare molto sottilmente i carciofi e uno scalogno, versare in una terrina  e condire con olio, sale, pepe, ed un po' di limone (volendo anche un trito di finocchietto o prezzemolo) poi in padella rosolare il tutto per pochi minuti. In una ciotola sbattere le uova con un po' di succo e scorza di limone, versare sui carciofi e spegnere subito il fuoco, rimestando velocemente; lasciare intiepidire. Stendere i fogli di pasta fillo, spennellare con il burro fuso e sovrapporre almeno 3 foglii di pasta, ritagliare in rettangoli, ricoprire con un fettina di prosciutto cotto e farcire con il composto di carciofi e uova, richiudere a cannellone (se si preparano in anticipo vanno tenuti coperti con un panno umido). Al momento di servire, friggere in padella con abbondante olio, rigirandoli una volta, devono diventare croccanti. Scolare bene su carta paglia e servire con una insalatina di misticanza e con sopra qualche goccia di salsa Rubra. N.B. Ovviamente la forma dei cannelloni pu&#242; essere cambiata per esempio in forma di triangoli.","7/3/2015"
"6800","aperitivi","Mint Julep","menta-sciroppo di zucchero-Bourbon-ghiaccio","In un bel bicchiere da long drink versare lo sciroppo di zucchero e le foglie di menta (oppure direttamente lo sciroppo di menta dolce) ed il Bourbon con tanto ghiaccio. Questo drink, ideato nel Sud degli Stati Uniti, &#232; il parente stretto del Mojito.","9/3/2015"
"6801","antipasti stuzzichini","Cipolla caramellata  di Oldani","cipolle bianche-pasta sfoglia-zucchero-burro-sale-x crema: latte-maizena-sale-zucchero-parmigiano","Tagliare a met&#224; le cipolle e cuocer al vapore (ma non troppo), scolare e asciugare bene su carta assorbente appiattendole. In uno stampino a misura e antiaderente spalmare abbondante burro e 1 cucchiaio di zucchero, posare la mezza cipolla capovolta, sopra posare un dischetto di pasta sfoglia e sigillare bene la cipolla (non sul bordo dello stampino), Spennellare con l'uovo sbattuto e cuocere in forno caldo e ventilato a 180&#176; per 26 o 26 minuti. Intanto per la crema di parmigiano scaldare sul fuoco il latte con la maizena, aggiungendo un pizzico di zucchero e di sale e fare addensare con le fruste, quindi spegnere il fuoco ed unire il parmigiano grattugiato; met&#224; di questa salsa si fa mantecare in una gelatiera, l'altra si usa calda. Quando la cipolla (che  &#232; una tarte Tatin salata) &#232; cotta, capovolgere al centro di un bel piatto, attorno mettere un po' di salsa calda, sopra una quenelle di gelato al parmigiano e qualche scagliata di fior di sale.","9/3/2015"
"6802","antipasti stuzzichini","Cantucci salati di Anna Moroni","3 uova-250 farina-100 olive verdi-100 pinoli-2 c. grana-1 c. lievito-sale","Tostare i pinoli in padella o nel forno. In una ciotola sbattere Ie uova con un pizzico di sale, poi unire il grana, il lievito, i pinoli, le olive tritate e per ultimo la farina. Impastare bene poi fare 3 filoncini, posare su una placca e cuocere in forno caldo a 180&#176; per ca. 20 minuti; togliere dal forno, tagliare di sbieco, tipo cantucci, e rimettere in forno a 160&#176; per altri 9 o 10 minuti.","11/3/2015"
"6803","secondi di carne","Sovracosce di pollo alla birra","sovracosce-cipolline borretane-zenzero-sale-pepe-birra-farina","Togliere la pelle alle sovracosce, infarinare poi rosolare in padella con un po' di olio, rigirandole, poi unire anche le cipolline spellate, salare, pepare, rosolare e cominciare ad aggiungere la birra poco per volta. Durante la cottura unire anche lo zenzero fresco grattato grossolanamente, Cuocere il tutto per ca. 30 minuti.","11/3/2015"
"6804","secondi di carne","Involtini di pollo e prosciutto crudo","300 petto di pollo macinata-200 ricotta-1 uovo-40 parmigiano-30 pan pesto-noce moscata-sale-pepe-salvia-olio-fette prosciutto crudo-vino bianco","In una ciotola fare un impasto con la carne di pollo, la ricotta, il parmigiano, l'uovo, sale, pepe e noce moscata. Stendere le fette di prosciutto crudo posare al centro, un po' di impasto e arrotolare  ad involtino. In una padella con un goccio di olio e qualche foglia di salvia rosolare gli involtini, rigirandoli poi sfumare con il vino bianco e portare a cottura. Volendo accompagnare a piselli al burro o carciofi stufati.","12/3/2015"
"6805","minestre zuppe","Minestra con carciofi e pancetta","carciofi (1 x p.) -pancetta-pasta ditaloni o pasta corta (50 gr. x p.)-olio-aglio-brodo-pelati","In un tegame rosolare con l'olio la pancetta a cubetti e l'aglio poi unire i carciofi puliti e tagliati a fettine. Aggiungere i pelati, salare, pepare e coprire con il brodo caldo. Quando prende il bollore unire la pasta (va molto bene anche la pasta fresca) e portare a cottura.","12/3/2015"
"6806","pasta","Cupola di ziti  di Anna Moroni","350 ziti-200 mozzarella-4 c. parmigiano-4 carciofi-50 pancetta a dadini-250 besciamella-1 scalogno o aglio-30 burro-olio-1 uovo","Lessare al dente gli ziti, scolare e raffreddare. Cuocere in padella i carciofi, affettati finemente, con olio, aglio/scalogno e pancetta; lasciare intiepidire. In una ciotola mescolare i carciofi con la besciamelle, il parmigiano, e la mozzarella a dadini. Imburrare bene uno stampo da zuccotto e spolverare con il pan pesto; rivestire a spirale lo stampo con gli ziti (passati prima uno ad uno nell'uovo sbattuto con un filo di acqua), quindi fare 2 strati di impasto di carciofi e fra uno strato e l'altro mettere un po' di ziti tagliati a pezzetti. Richiudere con altri ziti, altro ripieno e abbondante parmigiano. Riposare per una mezz'oretta poi passare nel forno a 180&#176; per ca. 30 minuti. Servire al centro di un bel piatto con sopra un po' di carciofi stufati. Questo piatto si accompagna bene ad un buon vino Pecorino bianco fresco.","28/3/2015"
"6807","desserts","Panna cotta in bicchiere","500 panna-80 zucchero-vaniglia-4 fogli di colla di pesce-gelatina di mango (100 succo di mango-2 fogli di colla di pesce)-frutta fresca per decorare","Scaldare la panna con lo zucchero e la vaniglia poi unire la colla di pesce ammollata e strizzata. Sciogliere bene versare in bicchieri da Martini(per met&#224;), lasciare indurire prima di fare un altro strato di gelatina di mango (o more o lamponi o altro). Per fare la gelatina di frutta basta scaldare una parte di succo poi unire la colla di pesce ammollata. Lasciare indurire in frigorifero poi al momento di servire guarnire con fettine di mango fresco, ribes, more e foglioline di menta.","30/3/2015"
"6808","secondi di carne","Costolette di agnello impanate al rosmarino","costolette agnello-pan pesto-rosmarino-timo-pecorino-uova-2 c. latte-x friggere: olio di arachidi","Marinare le costolette per 30 minuti nell'uovo sbattuto con un filo di latte. Mescolare in una terrina il pan pesto, il pecorino e le erbe aromatiche tritate. Impanare le costolette nel pan pesto aromatico, fare aderire bene la panatura poi friggere poco per volta nell'olio di arachidi caldo (ma non caldissimo perch&#233; devono cuocere bene anche all'interno). Servire su un letto di insalatina e dadini di pomodoro e volendo fasciare il manico delle costolette con la stagnola.","2/4/2015"
"6809","secondi di carne","Salame di piedini di maiale","4 piedini di maiale-sale-pepe-alloro","Cuocere nella pentola a pressione i piedini per ca. h. 1,30 con 3 foglie di alloro. Poi scolare i piedini e lasciare intiepidire (ma non raffreddare). Spolpare facendo bene attenzione agli ossicini e i nervetti. In una terrina condire con sale ed abbondante pepe macinato. Poi mettere tutto in un cilindro, pressare molto bene e lasciare indurire in frigorifero. Togliere dal cilindro ed affettare molto sottilmente. Queste fettine si servono in un piatto caldo e con una bella grattata di pepe. N.B. Io ci metterei anche un filo di olio a crudo ed una bella insalatina mista.","2/4/2015"
"6810","pasta","Paccheri allo Scarpariello     antico piatto napoletano","paccheri Rummo n. 40-filetti di pomodoro san Marzano-olio-aglio-basilico-peperoncino-burro-parmigiano-pecorino romano","In una padella rosolare con l'olio i filetti di pomodori, ed il peperoncino, salare e cuocere per ca. 15 minuti. Poi unire il burro, il basilico, il parmigiano ed il pecorino, fare una crema con questi ingredienti aggiungendo un po' di acqua di cottura della pasta. Intanto cuocere al dente i paccheri, scolare buttare nella padella del sugo ed amalgamare bene il tutto. Servire caldi e cremosi con una bella Falanghina locale fresca. Questa &#232; la ricetta dellla Taverna del Porto a Castellamare di Stabia. N.B. Con questo sugo si possono anche servire spaghetti, bucatini o penne.","18/9/2015"
"6811","antipasti stuzzichini","Involtini di melanzana alla mediterranea","Melanzane lunghe-sugo di pomodoro-basilico/origano-olive nere-mozzarella","Tagliare per lungo le melanzane a fette sottili, ungere con un filo di olio e grigliate da ambo le parti. Poi cospargere ogni fetta di melanzana con il sugo di pomodoro, una foglia di basilico e dell'origano, dadini di mozzarella e olive tritate grossolanamente. Arrotolare ad involtino, posare in una pirofila e passare in forno caldo a 200 per ca. 10 o 15 minuti. Servire volendo con un filo di sugo di pomodoro sotto. N.B. Io prima di infornare questi involtini gli darei anche una bella spolverata di parmigiano grattugiato.","6/4/2015"
"6812","pasta","Sedanini con crema alla robiola, tonno e limone  di Barzetti","250 sedanini-150 tonno sott'olio-150 robiola-1 limone-basilico abbondante-200 piselli","Cuocere la pasta in acqua bollente salata aggiungendo anche i piselli sgranati. Intanto con un minipimer frullare il tonno, con il basilico, la robiola, il succo di limone, la scorza e se occorre un goccio di acqua di cottura della pasta. Scolare la pasta con i piselli ed in una terrina condire con la salsa che abbiamo frullato.","24/7/2015"
"6814","aperitivi","Olive  &quot;tipo ascolane&quot;","300 olive verdi-200 carne mista macinata (vitello o maiale, manzo e pollo)-burro-2 c. parmigiano-noce moscata-salvia-1 uovo-x impanare: farina-uova-pan pesto-x friggere: olio di arachidi","Tritare le carni e rosolare in padella con una noce di burro e la salvia; lasciare raffreddare poi in una terrina unire le olive tritate grossolanamente, quindi il parmigiano, la noce moscata e l'uovo. Impastare tutto bene poi fare delle polpettine oblunghe come delle olive. Impanare una ad una passandole prima nella farina, poi nell'uovo sbattuto e poi nel pan pesto. Friggere poche per volta in olio caldo e profondo.","8/4/2015"
"6815","secondi di carne","Involtini ai carciofi","8 fette di lonza di maiale-100 prosciutto crudo-30 burro-4 carciofi-cipolla-sale-pepe-olio-1 b. vino bianco-1 limone","Pulire, tagliare sottilmente i carciofi e scottare in acqua bollente acidulata, lasciare raffreddare. In un mixer tritare il prosciutto con il burro (volendo si pu&#242; sostituire con la robiola o crescenza o ricotta). Stendere le fettine di lonza sottili, spalmare con la crema di prosciutto poi sopra mettere abbondanti carciofi, richiudere ad involtino e fissare con uno stecchino. In una padella rosolare con l'olio la cipolla tritata poi unire gli involtini, rigirandoli per rosolare bene, salare, pepare, aggiungere una grattata di scorza di limone e poi unire il vino bianco. Cuocere coperti per ca. 20/25 minuti.","9/4/2015"
"6816","desserts","Fudge      veloce al microonde","1 lattina di latte condensato-3 tazze di cioccolato fondente al 50%-4 c. burro salato-vaniglia-2 c. noci tritate grossolanamente","Versare in una ciotola il latte condensato ed il cioccolato a pezzetti piccolissimi, sciogliere nel microonde per pochi minuti. Togliere dal microonde mescolare bene il tutto, unire il burro, la vaniglia e le noci, mescolare e versare in uno stampo rettangolare o quadrato, foderato con carta forno o stagnola. Lisciare bene la superficie e tenere in frigorifero per qualche ora. Quindi togliere dallo stampo e ritagliare a quadretti. N.B. Va da se che l'aggiunta di frutta secca &#232; facoltativa e pu&#242; variare a piacere.","10/4/2015"
"6817","pasta","Tagliatelle al pepe, pancetta e funghi","tagliatelle al pepe-funghi champignon cremini-panna-dadini di pancetta-parmigiano-basilico-olio","In una padella rosolare la pancetta con un filo di olio, poi unire i funghi affettati sottilmente, salare, pepare e cuocere per pochi minuti. poi unire la panna, scaldare e spegne unire anche il parmigiano grattugiato. Intanto cuocere la pasta al dente, scolare e condire con il sugo, una bella grattata di pepe nero e qualche foglia di basilico fresco.","12/4/2015"
"6818","desserts","Morbido fondente di cioccolato e lamponi   di Ambra  Romani","400 cioccolato fondente-200 burro-2 uova-4 tuorli-130 zucchero-sale-4 albumi-1 vaschetta di lamponi-noce burro-cacao","Sciogliere il cioccolato nel micoonde, unire il burro sciolto ed amalgamare. In una planetaria montare le uova e i tuorli con lo zucchero ed un pizzico di sale quando l'impasto diventa spumoso versare a filo il composto del cioccolato e burro (non bollenti) aumentando la velocit&#224;.  A parte montare gli albumi a neve poi unire delicatamente all'impasto con una spatola. Versare 3/4 di questo impasto all'interno di una tortiera a cerniera, imburrata e spolverata con il cacao. Cuocere in forno caldo a 180&#176; per ca. 30 max 35 minuti. Quando &#232; cotta togliere dal forno e lasciare raffreddare poi versare nell'incavo che si &#232; formato sulla superficie, il resto dell'impasto di cioccolato (che praticamente &#232; una mousse). Tenere in frigorifero per almeno 2 h. Servire la torta ricoprendola con i lamponi.","13/4/2015"
"6819","antipasti stuzzichini","Girelle di chorizo e lemon grass","pasta sfoglia-salame chorizo a fette sottili-lemon grass-uovo","Stendere la pasta sfoglia ricoprire con le fette di salame, sopra spargere un po' di lemon grass grattato. Richiudere come fosse un rotolo, avvolgere in pellicola e tenere in frigorifero per almeno 1 h. Poi ritagliare tante rondelle posare su una teglia e spennellare con l'uovo sbattuto. Cuocere in forno caldo a 200&#176; per ca. 20 minuti (dipende dallo spessore dei dischetti). N.B. Io al posto del lenone grass (che &#232; sempre un po' legnoso) ci metterei dello zenzero fresco grattugiato.","14/4/2015"
"6820","secondi di pesce","Tartare di tonno  di Carloforte   Sardegna","400 tonno fresco-1 mozzarella di bufala-2 fogli di pane carasau-olio-sale-pepe","Tritare a coltello il tonno (dopo averlo abbattuto o tenuto nel freezer per almeno 24 h.). In una ciotola condire con un filo di olio, sale, pepe e poche gocce di succo di limone. In un mixer emulsionare la mozzarella con un filo di acqua. Servire, in una ciotola o una fondina, una quenelle di tartare di tonno affogata nella crema di mozzarella di bufala, un filo di olio a crudo ed un pezzetto di pane carasau fritto. Servire con un bel Ros&#233; fresco. N.B. Questo piatto pu&#242; essere sia un antipasto che un secondo dipende dalla quantit&#224;.","17/8/2016"
"6823","secondi di carne","Spiedini di mazo alla birra rossa  di Ribaldone","300 carne (collo di manzo)-olio-1 peperone rosso-1 peperone giallo-1 b. birra rossa-20 paprika dolce-100 passata di pomodoro-peperoncino-15 aceto-stecchi di rosmarino-pane di Altamura-fette di pancetta","Tagliare la carne a dadi. In un tegame con un filo di olio rosolare la carne, salare, pepare, poi aggiungere la birra, la paprika, un goccio di aceto ed un peperoncino, a coprire il tutto; cuocere a fuoco vivo per almeno 20 minuti. Poi togliere la carne e tenere da parte, intanto fare ridurre la salsa, che servir&#224; da accompagnamento. Tagliare a pezzi anche i peperoni e scottare in padella per pochi minuti. Prendere dei rametti di rosmarino (togliere una parte di aghi) ed infilare i dadi di carne, dopo averli avvolti in una fettina di pancetta, alternati ai quelli di peperone. Posare gli spiedini in una teglia, con un filo di olio e cuocere in forno caldo a 200&#176; per ca. 10 max 12 minuti. Servire gli spiedini su fette di pane grigliato e naturalmente con po' della sua salsina alla birra. N.B. Questi spiedini si possono preparare anche un giorno prima e poi passare al forno al momento di servire.","17/4/2015"
"6824","antipasti stuzzichini","Tartelettes au Brie de Meaux","pasta sfoglia-400 Brie de Meaux-15 panna  liquida-20 burro-2 cipolle-pepe","Affettare sottilmente le cipolle poi farle rinvenire nel burro. Ritagliare 4 dischi di pasta sfoglia e foderare gli stampini quindi ricoprire con dadini di Brie, un po' di cipolle, aggiungere la panna ed una grattata di pepe. Cuocere in forno caldo a 180&#176; per ca. 20 minuti. Queste tartelette sono deliziose accompagnate, per esempio, ad una bella insalata di misticanza.","17/4/2015"
"6825","antipasti stuzzichini","Feuillet&#233;s au Sainte-Maure de Touraine","1/2 Sainte-Maure-30 burro-pasta sfoglia-1 rosso d'uovo-2 pere-1 c. zucchero","Sbucciare e tagliare a dadini le pere e fate dorare per 10 minuti in padella con il burro e lo zucchero. Stendere la pasta sfoglia e ritagliare dei dischi con un copa pasta, Posare su ogni disco un po' di pera e dei dadini di formaggio, spennellare i bordi con un po' di latte poi richiudere a mezza luna, sigillare i bordi schiacciando bene con le dita o una forchetta. Posare su una teglia, spennellare con il rosso d'uovo, allungato con un goccio di acqua. Cuocere in forno caldo a 200&#176; per ca. 15 minuti. Si possono servire con un aperitivo o come antipasto insieme ad una insalatina.","17/4/2015"
"6826","antipasti stuzzichini","Sfoglie ripiene di peperone e scamorza  di Barzetti","pasta sfoglia-200 provolone o scamorza- 100 pane-50 rucola-1 peperone rosso e 1 giallo-olio-x tapenade: 40 olive nere-olio","Tritare in un mixer il pane, il formaggio, la rucola e i resti del peperone. Tagliare  a rondelle spesse i peperoni e avvolgere in un quadrato di pasta sfoglia, farcire con il ripieno, posare su una teglia mettere sopra ancora qualche dadino di provolone. Cuocere in forno caldo a 180&#176; per ca. 15 minuti. Servire su un letto di rucola, volendo con sopra un cucchiaino di tapenade nera e con un buon vino bianco fresco.","21/4/2015"
"6828","desserts","Torta di mandorle di Anna Moroni","250 mandorle-200 zucchero-6 uova-scorza di limone-1 bicchierino di rosolio-zucchero a velo","Tritare in un mixer le mandorle tostate. Montare i rossi con lo zucchero poi unire le mandorle, la scorza di limone ed un goccio di rosolio o limoncello, per ultimo unire, delicatamente, gli albumi montati a neve a parte. Versare in una tortiera, con cerniera, di 26 cm. imburrata. Cuocere in forno statico caldo a 175&#176; per 45 minuti. Spolverare, a strisce, con zucchero a velo.","21/4/2015"
"6829","antipasti stuzzichini","Sfogliate di asparagi  di Lorraine Pascal","pasta sfoglia-besciamelle o formaggio spalmabile-asparagi-parmigiano-uova di quaglia","Ritagliare dei rettangoli o quadrati dalla pasta sfoglia, incidere facendo un bordo, spennellare con l'uovo sbattuto. Ricoprire (lasciando libero il bordo) di besciamelle fredda e poi con una fila di asparagi (scottati e tagliati a misura). Cuocere in forno caldo a 180&#176; per ca. 15 minuti, poi servire con scaglie di parmigiano ed un uovo di quaglia poch&#233; posato sopra. Accompagnare con una bella insalatina.","22/4/2015"
"6830","desserts","Mattonella di riso soffiato e cioccolato  di Barzetti","350 cioccolato Gianduja-100 cioccolato fondente-30 latte condensato-150 riso soffiato","Sciogliere separatamente i 2 cioccolati poi in una terrina grande unire i cioccolati, il latte condensato, amalgamare bene poi unire il riso soffiato. Versare in uno stampo da plum cake, foderato con carta forno e tenere in frigorifero per almeno 1 h. Togliere dallo stampo e tagliare a fette spesse. Volendo ricoprire le fette con striscioline di cioccolato bianco sciolto.","23/4/2015"
"6831","pasta","Scrigno di Venere   di Vito","pasta sfoglia-tortellini-brodo di carne-rag&#249; alla Bolognese-parmigiano-sugo di pomodoro","Cuocere al dente i tortellini nel brodo di carne. Foderare degli stampini a porzione, imburrati, con la pasta sfoglia. Scolare i tortellini, condire con il rag&#249; e una grattata di parmigiano, poi versare negli stampini, coprire con l'altro disco di pasta sfoglia e sigillare i bordi, spennellare con l'uovo sbattuto, bucherellare un pochino e cuocere in forno caldo a 180&#176; per ca. 15 o 20 minuti. Si servono tolti dallo stampino e con un po' di sugo di pomodoro attorno. N.B. Volendo questi scrigni si possono preparare in bianco cio&#232;: condire i tortellini con una salsa di parmigiano al posto del rag&#249; (sciogliere met&#224; parmigiano in met&#224; panna e pepe) e quindi servire poi con attorno un po' di questa salsina al posto del sugo di pomodoro.","25/4/2015"
"6832","varie","Sale aromatico","sale grosso-scorza di limone-salvia-alloro fresco-rosmarino-aglio-timo","In un mixer tritare tutte le erbe aromatiche fresche e la scorza di limone con il sale grosso. Questo sale serve per strofinare le carni prima di cuocerle ma anche come insaporitore. N.B. Si conserva bene in un vasetto di vetro anche in frigorifero.","18/5/2017"
